protein_ids,majority_protein_ids,fasta_header,mol_weight,score,intensity,intensity_abeta1,intensity_abeta2,intensity_abeta3,intensity_abeta4,intensity_veh1,intensity_veh2,intensity_veh3,intensity_veh4,ibaq,ibaq_abeta1,ibaq_abeta2,ibaq_abeta3,ibaq_abeta4,ibaq_veh1,ibaq_veh2,ibaq_veh3,ibaq_veh4,lfq_intensity_abeta1,lfq_intensity_abeta2,lfq_intensity_abeta3,lfq_intensity_abeta4,lfq_intensity_veh1,lfq_intensity_veh2,lfq_intensity_veh3,lfq_intensity_veh4,msms_count_abeta1,msms_count_abeta2,msms_count_abeta3,msms_count_abeta4,msms_count_veh1,msms_count_veh2,msms_count_veh3,msms_count_veh4
tr|F6QZB1|F6QZB1_MOUSE;sp|Q9CX48|ZCH10_MOUSE,tr|F6QZB1|F6QZB1_MOUSE;sp|Q9CX48|ZCH10_MOUSE,tr|F6QZB1|F6QZB1_MOUSE Zinc finger CCHC domain-containing protein 10 (Fragment) OS=Mus musculus OX=10090 GN=Zcchc10 PE=1 SV=1;sp|Q9CX48|ZCH10_MOUSE Zinc finger CCHC domain-containing protein 10 OS=Mus musculus OX=10090 GN=Zcchc10 PE=2 SV=1,3.3249,3.0766,235340000,42426000,11653000,35306000,25988000,32629000,25116000,34244000,27977000,235340000,42426000,11653000,35306000,25988000,32629000,25116000,34244000,27977000,0,0,0,0,0,0,0,24347000,2,1,2,2,2,2,2,2
tr|A0A1Y7VNC1|A0A1Y7VNC1_MOUSE;tr|A0A1Y7VJZ2|A0A1Y7VJZ2_MOUSE;sp|Q9WVL0|MAAI_MOUSE;tr|Q9JJA0|Q9JJA0_MOUSE,tr|A0A1Y7VNC1|A0A1Y7VNC1_MOUSE;tr|A0A1Y7VJZ2|A0A1Y7VJZ2_MOUSE;sp|Q9WVL0|MAAI_MOUSE;tr|Q9JJA0|Q9JJA0_MOUSE,"tr|A0A1Y7VNC1|A0A1Y7VNC1_MOUSE Glutathione transferase zeta 1 (Maleylacetoacetate isomerase), isoform CRA_b OS=Mus musculus OX=10090 GN=Gstz1 PE=1 SV=1;tr|A0A1Y7VJZ2|A0A1Y7VJZ2_MOUSE Glutathione transferase zeta 1 (Maleylacetoacetate isomerase), isoform CR",17.986,7.0441,184870000,13371000,20202000,16128000,25224000,26873000,19620000,23291000,40162000,18487000,1337100,2020200,1612800,2522400,2687300,1962000,2329100,4016200,21771000,16434000,23540000,23737000,23294000,19851000,14922000,24069000,2,1,1,3,2,2,2,2
tr|B9EKJ3|B9EKJ3_MOUSE;sp|Q80TL7|MON2_MOUSE;tr|Q3TTT0|Q3TTT0_MOUSE;tr|A0A1W2P878|A0A1W2P878_MOUSE,tr|B9EKJ3|B9EKJ3_MOUSE;sp|Q80TL7|MON2_MOUSE,tr|B9EKJ3|B9EKJ3_MOUSE Mon2 protein OS=Mus musculus OX=10090 GN=Mon2 PE=1 SV=1;sp|Q80TL7|MON2_MOUSE Protein MON2 homolog OS=Mus musculus OX=10090 GN=Mon2 PE=1 SV=2,188.35,7.4829,134140000,10797000,18819000,18516000,25059000,16029000,13840000,6944100,24134000,1656000,133290,232340,228600,309380,197890,170860,85730,297950,13059000,15451000,12988000,19843000,12705000,16118000,0,21489000,2,2,1,1,3,2,2,2
tr|Q6PGM4|Q6PGM4_MOUSE;tr|E9PY16|E9PY16_MOUSE;tr|Q8BVR8|Q8BVR8_MOUSE;tr|B7ZMY4|B7ZMY4_MOUSE;tr|Q8BVS1|Q8BVS1_MOUSE,tr|Q6PGM4|Q6PGM4_MOUSE;tr|E9PY16|E9PY16_MOUSE;tr|Q8BVR8|Q8BVR8_MOUSE;tr|B7ZMY4|B7ZMY4_MOUSE;tr|Q8BVS1|Q8BVS1_MOUSE,"tr|Q6PGM4|Q6PGM4_MOUSE Adap1 protein (Fragment) OS=Mus musculus OX=10090 GN=Adap1 PE=2 SV=1;tr|E9PY16|E9PY16_MOUSE ArfGAP with dual PH domains 1 OS=Mus musculus OX=10090 GN=Adap1 PE=1 SV=1;tr|Q8BVR8|Q8BVR8_MOUSE Centaurin, alpha 1, isoform CRA_b OS=Mus mus",37.043,6.2512,183410000,12398000,27586000,42495000,24514000,17551000,16390000,20713000,21767000,10190000,688790,1532500,2360800,1361900,975060,910530,1150700,1209300,24594000,18130000,23989000,18364000,17773000,17811000,14122000,27746000,2,0,3,3,1,2,2,2
tr|Q3UYQ4|Q3UYQ4_MOUSE,tr|Q3UYQ4|Q3UYQ4_MOUSE,tr|Q3UYQ4|Q3UYQ4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Api5 PE=2 SV=1,59.046,3.7005,152590000,17725000,23668000,20357000,18763000,15160000,16477000,22873000,17572000,6103800,709000,946720,814280,750500,606400,659070,914930,702890,0,0,0,0,0,0,0,15448000,2,2,2,2,2,1,2,2
sp|A2APY7|NDUF5_MOUSE,sp|A2APY7|NDUF5_MOUSE,"sp|A2APY7|NDUF5_MOUSE Arginine-hydroxylase NDUFAF5, mitochondrial OS=Mus musculus OX=10090 GN=Ndufaf5 PE=1 SV=1",38.404,3.4894,89389000,3758100,11071000,16433000,10661000,14473000,8907500,13226000,10859000,4966100,208790,615060,912920,592270,804060,494860,734800,603300,7463200,10886000,12092000,9748600,10460000,12155000,0,9821600,2,2,4,0,1,4,2,1
sp|E9Q4Z2|ACACB_MOUSE;tr|Q3UHC8|Q3UHC8_MOUSE;tr|Q8R5C9|Q8R5C9_MOUSE,sp|E9Q4Z2|ACACB_MOUSE;tr|Q3UHC8|Q3UHC8_MOUSE,sp|E9Q4Z2|ACACB_MOUSE Acetyl-CoA carboxylase 2 OS=Mus musculus OX=10090 GN=Acacb PE=1 SV=1;tr|Q3UHC8|Q3UHC8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Acacb PE=2 SV=1,275.75,2.6171,155120000,11266000,21713000,17848000,21536000,21293000,15148000,19844000,26475000,1325800,96288,185580,152550,184070,181990,129470,169600,226280,0,24194000,16337000,0,0,17080000,17226000,19125000,2,3,2,2,1,2,2,2
tr|Q3UPI8|Q3UPI8_MOUSE;sp|O35316|SC6A6_MOUSE;tr|A0A0U1RQA5|A0A0U1RQA5_MOUSE;tr|A0A0U1RP20|A0A0U1RP20_MOUSE;tr|A0A0U1RQA0|A0A0U1RQA0_MOUSE;tr|Q8BRX2|Q8BRX2_MOUSE,tr|Q3UPI8|Q3UPI8_MOUSE;sp|O35316|SC6A6_MOUSE,tr|Q3UPI8|Q3UPI8_MOUSE Transporter OS=Mus musculus OX=10090 GN=Slc6a6 PE=1 SV=1;sp|O35316|SC6A6_MOUSE Sodium- and chloride-dependent taurine transporter OS=Mus musculus OX=10090 GN=Slc6a6 PE=1 SV=2,69.855,8.1561,240320000,37007000,18561000,63895000,11879000,46598000,5909500,22834000,33639000,15020000,2312900,1160100,3993400,742430,2912400,369340,1427100,2102400,32742000,32037000,31124000,30224000,30201000,0,27872000,25329000,2,1,4,1,4,1,1,2
sp|O88700|BLM_MOUSE;tr|E9PZ97|E9PZ97_MOUSE,sp|O88700|BLM_MOUSE;tr|E9PZ97|E9PZ97_MOUSE,sp|O88700|BLM_MOUSE Bloom syndrome protein homolog OS=Mus musculus OX=10090 GN=Blm PE=1 SV=1;tr|E9PZ97|E9PZ97_MOUSE Bloom syndrome protein homolog OS=Mus musculus OX=10090 GN=Blm PE=1 SV=1,158.36,3.9163,85561000,8567900,3783300,13650000,5420900,9035000,5477400,21366000,18261000,1125800,112730,49780,179600,71328,118880,72071,281130,240280,0,0,15143000,0,0,0,14579000,0,2,1,2,1,3,2,3,2
sp|P41230|KDM5C_MOUSE;tr|F7BXT3|F7BXT3_MOUSE;tr|Q8CGG4|Q8CGG4_MOUSE;tr|Q05CE7|Q05CE7_MOUSE;tr|A0A087WR43|A0A087WR43_MOUSE;tr|Q3URX5|Q3URX5_MOUSE;tr|Q8BQM3|Q8BQM3_MOUSE;sp|Q62240|KDM5D_MOUSE,sp|P41230|KDM5C_MOUSE,sp|P41230|KDM5C_MOUSE Lysine-specific demethylase 5C OS=Mus musculus OX=10090 GN=Kdm5c PE=1 SV=4,175.31,12.064,165620000,12666000,13320000,21285000,24608000,29532000,12436000,16380000,35395000,2123400,162380,170770,272890,315490,378620,159430,210000,453790,14023000,17657000,20061000,27346000,23248000,21388000,16037000,16305000,2,0,1,2,5,2,2,2
tr|A2CF65|A2CF65_MOUSE;sp|P49300|CLC10_MOUSE;tr|Q3TCD3|Q3TCD3_MOUSE;tr|F8WHB7|F8WHB7_MOUSE;tr|J3QPR7|J3QPR7_MOUSE;tr|Q8JZN1|Q8JZN1_MOUSE;tr|Q8BUD5|Q8BUD5_MOUSE;tr|F6QSC4|F6QSC4_MOUSE;tr|A9XX86|A9XX86_MOUSE;tr|B1AU03|B1AU03_MOUSE,tr|A2CF65|A2CF65_MOUSE;sp|P49300|CLC10_MOUSE;tr|Q3TCD3|Q3TCD3_MOUSE;tr|F8WHB7|F8WHB7_MOUSE;tr|J3QPR7|J3QPR7_MOUSE;tr|Q8JZN1|Q8JZN1_MOUSE;tr|Q8BUD5|Q8BUD5_MOUSE;tr|F6QSC4|F6QSC4_MOUSE;tr|A9XX86|A9XX86_MOUSE,tr|A2CF65|A2CF65_MOUSE C-type lectin domain family 10 member A (Fragment) OS=Mus musculus OX=10090 GN=Clec10a PE=1 SV=1;sp|P49300|CLC10_MOUSE C-type lectin domain family 10 member A OS=Mus musculus OX=10090 GN=Clec10a PE=1 SV=1;tr|Q3TCD3|Q3TCD3_MOUSE Uncha,24.516,15.513,109500000,14869000,17799000,17799000,13536000,5507600,13746000,11781000,14463000,8423000,1143700,1369200,1369100,1041200,423660,1057400,906240,1112500,0,0,0,0,0,16252000,0,0,2,2,2,2,2,2,0,4
tr|Q542U7|Q542U7_MOUSE;sp|P62313|LSM6_MOUSE,tr|Q542U7|Q542U7_MOUSE;sp|P62313|LSM6_MOUSE,"tr|Q542U7|Q542U7_MOUSE LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) OS=Mus musculus OX=10090 GN=Lsm6 PE=1 SV=1;sp|P62313|LSM6_MOUSE U6 snRNA-associated Sm-like protein LSm6 OS=Mus musculus OX=10090 GN=Lsm6 PE=1 SV=1",9.1275,5.4378,700850000,50584000,126840000,92091000,143710000,99814000,41882000,78614000,67311000,140170000,10117000,25368000,18418000,28742000,19963000,8376400,15723000,13462000,87765000,83818000,89018000,79983000,89365000,65265000,56532000,73300000,2,3,4,2,1,1,2,1
tr|A0A0J9YV40|A0A0J9YV40_MOUSE;tr|Q3V2L1|Q3V2L1_MOUSE;tr|Q3U4T7|Q3U4T7_MOUSE;tr|Q3TSD8|Q3TSD8_MOUSE;sp|P97440|SLBP_MOUSE;tr|D3Z1S0|D3Z1S0_MOUSE;tr|Q8K2W7|Q8K2W7_MOUSE,tr|A0A0J9YV40|A0A0J9YV40_MOUSE;tr|Q3V2L1|Q3V2L1_MOUSE;tr|Q3U4T7|Q3U4T7_MOUSE;tr|Q3TSD8|Q3TSD8_MOUSE;sp|P97440|SLBP_MOUSE;tr|D3Z1S0|D3Z1S0_MOUSE;tr|Q8K2W7|Q8K2W7_MOUSE,"tr|A0A0J9YV40|A0A0J9YV40_MOUSE Histone RNA hairpin-binding protein OS=Mus musculus OX=10090 GN=Slbp PE=1 SV=1;tr|Q3V2L1|Q3V2L1_MOUSE Histone RNA hairpin-binding protein OS=Mus musculus OX=10090 GN=Slbp PE=1 SV=1;tr|Q3U4T7|Q3U4T7_MOUSE MCG16335, isoform CRA",25.513,3.3904,47105000,7039600,13196000,5788300,0,4318400,11482000,5281000,0,3925400,586630,1099600,482360,0,359870,956840,440080,0,0,0,0,0,0,13575000,0,0,2,2,3,2,3,2,1,1
sp|Q3TP92|CNEP1_MOUSE;tr|J3QPC9|J3QPC9_MOUSE,sp|Q3TP92|CNEP1_MOUSE,sp|Q3TP92|CNEP1_MOUSE CTD nuclear envelope phosphatase 1 OS=Mus musculus OX=10090 GN=Ctdnep1 PE=1 SV=2,28.391,6.392,188020000,9956700,7715900,46049000,10235000,44529000,34661000,21767000,13110000,17093000,905150,701440,4186300,930430,4048100,3151000,1978800,1191800,23320000,24061000,21623000,23537000,16463000,22860000,25505000,16620000,2,3,2,2,3,2,1,1
sp|Q3U5F4|YRDC_MOUSE;tr|G8JL83|G8JL83_MOUSE,sp|Q3U5F4|YRDC_MOUSE;tr|G8JL83|G8JL83_MOUSE,"sp|Q3U5F4|YRDC_MOUSE YrdC domain-containing protein, mitochondrial OS=Mus musculus OX=10090 GN=Yrdc PE=1 SV=1;tr|G8JL83|G8JL83_MOUSE YrdC domain-containing protein, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Yrdc PE=1 SV=1",29.454,10.904,146390000,15159000,9461100,13832000,28992000,27391000,14469000,9520200,27569000,12200000,1263200,788420,1152700,2416000,2282600,1205800,793350,2297400,16532000,13190000,14245000,20543000,20163000,13811000,12917000,23760000,2,2,1,5,1,1,0,4
sp|Q5SQX6|CYFP2_MOUSE;tr|Q6PGK0|Q6PGK0_MOUSE;tr|F6QD74|F6QD74_MOUSE;tr|Q810V4|Q810V4_MOUSE;tr|Q8K118|Q8K118_MOUSE,sp|Q5SQX6|CYFP2_MOUSE;tr|Q6PGK0|Q6PGK0_MOUSE;tr|F6QD74|F6QD74_MOUSE,sp|Q5SQX6|CYFP2_MOUSE Cytoplasmic FMR1-interacting protein 2 OS=Mus musculus OX=10090 GN=Cyfip2 PE=1 SV=2;tr|Q6PGK0|Q6PGK0_MOUSE Cyfip2 protein OS=Mus musculus OX=10090 GN=Cyfip2 PE=2 SV=1;tr|F6QD74|F6QD74_MOUSE Cytoplasmic FMR1-interacting protein 2 (Frag,145.66,3.7597,298660000,29181000,30598000,36664000,45792000,33048000,31623000,44283000,47476000,4525200,442140,463600,555510,693820,500730,479140,670950,719330,0,0,0,0,0,0,0,42508000,2,2,2,2,2,2,2,2
tr|D3Z448|D3Z448_MOUSE;tr|D3YUU4|D3YUU4_MOUSE;tr|Q811D1|Q811D1_MOUSE;tr|Q6PAH4|Q6PAH4_MOUSE;tr|Q8C5B1|Q8C5B1_MOUSE;sp|Q61124|CLN3_MOUSE,tr|D3Z448|D3Z448_MOUSE;tr|D3YUU4|D3YUU4_MOUSE;tr|Q811D1|Q811D1_MOUSE;tr|Q6PAH4|Q6PAH4_MOUSE;tr|Q8C5B1|Q8C5B1_MOUSE;sp|Q61124|CLN3_MOUSE,tr|D3Z448|D3Z448_MOUSE Battenin (Fragment) OS=Mus musculus OX=10090 GN=Cln3 PE=1 SV=1;tr|D3YUU4|D3YUU4_MOUSE Battenin (Fragment) OS=Mus musculus OX=10090 GN=Cln3 PE=1 SV=8;tr|Q811D1|Q811D1_MOUSE Battenin OS=Mus musculus OX=10090 GN=Cln3 PE=2 SV=1;tr|Q6PAH4,16.06,3.7922,68004000,6250500,5558300,8841900,8418400,9913800,8076600,10210000,10735000,13601000,1250100,1111700,1768400,1683700,1982800,1615300,2042000,2147000,0,0,0,0,0,0,0,9220100,2,2,2,2,2,2,2,2
tr|A0A1C7CYU4|A0A1C7CYU4_MOUSE;tr|Q8CAN1|Q8CAN1_MOUSE;tr|Q3UZI9|Q3UZI9_MOUSE;tr|A0A1B0GRC2|A0A1B0GRC2_MOUSE;sp|Q64704|STX3_MOUSE,tr|A0A1C7CYU4|A0A1C7CYU4_MOUSE;tr|Q8CAN1|Q8CAN1_MOUSE;tr|Q3UZI9|Q3UZI9_MOUSE;tr|A0A1B0GRC2|A0A1B0GRC2_MOUSE;sp|Q64704|STX3_MOUSE,tr|A0A1C7CYU4|A0A1C7CYU4_MOUSE Syntaxin-3 OS=Mus musculus OX=10090 GN=Stx3 PE=1 SV=1;tr|Q8CAN1|Q8CAN1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stx3 PE=2 SV=1;tr|Q3UZI9|Q3UZI9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stx3 P,9.9411,4.11,71597000,6483700,9242200,11985000,9526600,8698100,8182800,9714700,7764600,23866000,2161200,3080700,3994900,3175500,2899400,2727600,3238200,2588200,0,0,0,0,0,0,0,6771600,2,2,2,2,2,2,2,2
sp|Q66JX5|FR1OP_MOUSE;tr|F6UTB8|F6UTB8_MOUSE,sp|Q66JX5|FR1OP_MOUSE;tr|F6UTB8|F6UTB8_MOUSE,sp|Q66JX5|FR1OP_MOUSE FGFR1 oncogene partner OS=Mus musculus OX=10090 GN=Fgfr1op PE=1 SV=1;tr|F6UTB8|F6UTB8_MOUSE FGFR1 oncogene partner (Fragment) OS=Mus musculus OX=10090 GN=Fgfr1op PE=1 SV=1,42.758,29.186,142510000,30167000,12824000,11248000,6454300,32539000,23022000,6313600,19942000,8906800,1885400,801510,702980,403400,2033700,1438900,394600,1246400,0,22601000,0,0,31908000,30257000,0,24525000,2,1,3,0,4,2,1,3
sp|Q6NZB1|ANM6_MOUSE,sp|Q6NZB1|ANM6_MOUSE,sp|Q6NZB1|ANM6_MOUSE Protein arginine N-methyltransferase 6 OS=Mus musculus OX=10090 GN=Prmt6 PE=1 SV=2,41.866,7.5396,132860000,21521000,11658000,6770900,16972000,20916000,5247200,19792000,29980000,8303600,1345100,728650,423180,1060700,1307200,327950,1237000,1873800,19798000,14944000,0,18820000,24869000,0,18212000,17147000,2,0,1,3,2,2,2,4
sp|Q6PDN3|MYLK_MOUSE;tr|B1B1A8|B1B1A8_MOUSE,sp|Q6PDN3|MYLK_MOUSE;tr|B1B1A8|B1B1A8_MOUSE,"sp|Q6PDN3|MYLK_MOUSE Myosin light chain kinase, smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=3;tr|B1B1A8|B1B1A8_MOUSE Myosin light chain kinase, smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=1",212.92,2.1566,273460000,32543000,29109000,27522000,49446000,35740000,24115000,26851000,48136000,2819200,335500,300090,283730,509750,368450,248610,276810,496250,0,0,0,0,0,0,0,43420000,2,2,2,2,2,2,2,2
sp|Q6PNC0|DMXL1_MOUSE;tr|F8WGX5|F8WGX5_MOUSE,sp|Q6PNC0|DMXL1_MOUSE;tr|F8WGX5|F8WGX5_MOUSE,sp|Q6PNC0|DMXL1_MOUSE DmX-like protein 1 OS=Mus musculus OX=10090 GN=Dmxl1 PE=1 SV=1;tr|F8WGX5|F8WGX5_MOUSE DmX-like protein 1 OS=Mus musculus OX=10090 GN=Dmxl1 PE=1 SV=1,336,14.017,770300000,24756000,120290000,102480000,165850000,110400000,95982000,6419300,144120000,5663900,182030,884450,753560,1219500,811780,705750,47201,1059700,51707000,105920000,82018000,127720000,104280000,72266000,0,107120000,2,3,0,3,3,0,0,5
tr|B7ZCV4|B7ZCV4_MOUSE;tr|B9EID1|B9EID1_MOUSE;sp|Q8BGB8|COQ4_MOUSE;tr|Q8BLS2|Q8BLS2_MOUSE;tr|D6RJJ8|D6RJJ8_MOUSE,tr|B7ZCV4|B7ZCV4_MOUSE;tr|B9EID1|B9EID1_MOUSE;sp|Q8BGB8|COQ4_MOUSE;tr|Q8BLS2|Q8BLS2_MOUSE;tr|D6RJJ8|D6RJJ8_MOUSE,"tr|B7ZCV4|B7ZCV4_MOUSE Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Coq4 PE=1 SV=8;tr|B9EID1|B9EID1_MOUSE Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coq4 PE=",22.35,5.5641,144790000,9687100,7905600,32237000,10436000,18653000,38756000,21618000,5496700,11138000,745160,608130,2479700,802810,1434800,2981200,1663000,422830,0,0,26376000,16151000,21175000,23572000,18789000,0,2,1,1,1,2,4,4,1
sp|Q8BGX0|TRI23_MOUSE,sp|Q8BGX0|TRI23_MOUSE,sp|Q8BGX0|TRI23_MOUSE E3 ubiquitin-protein ligase TRIM23 OS=Mus musculus OX=10090 GN=Trim23 PE=2 SV=1,63.931,3.1933,232910000,24076000,28797000,28455000,41175000,25519000,21162000,31596000,32132000,8958100,926010,1107600,1094400,1583600,981490,813930,1215200,1235800,0,0,0,0,0,0,0,27994000,2,2,2,2,2,2,2,2
sp|Q8C4Q6|AIDA_MOUSE,sp|Q8C4Q6|AIDA_MOUSE,"sp|Q8C4Q6|AIDA_MOUSE Axin interactor, dorsalization-associated protein OS=Mus musculus OX=10090 GN=Aida PE=1 SV=1",34.888,8.9295,191560000,12513000,27271000,26871000,35776000,7205700,25075000,24978000,31872000,12771000,834200,1818100,1791400,2385100,480380,1671700,1665200,2124800,26884000,17767000,18213000,25575000,16448000,33445000,16935000,25613000,2,1,2,3,0,2,1,5
sp|Q99LG0|UBP16_MOUSE;tr|D3YVU1|D3YVU1_MOUSE;tr|D6RHQ6|D6RHQ6_MOUSE;tr|D3Z6E6|D3Z6E6_MOUSE,sp|Q99LG0|UBP16_MOUSE;tr|D3YVU1|D3YVU1_MOUSE,sp|Q99LG0|UBP16_MOUSE Ubiquitin carboxyl-terminal hydrolase 16 OS=Mus musculus OX=10090 GN=Usp16 PE=1 SV=2;tr|D3YVU1|D3YVU1_MOUSE Ubiquitinyl hydrolase 1 OS=Mus musculus OX=10090 GN=Usp16 PE=1 SV=1,93.433,9.5028,181490000,27807000,15409000,30426000,21920000,29334000,18892000,21595000,16103000,4426500,678220,375830,742100,534650,715470,460770,526700,392760,18871000,19536000,22827000,20954000,22636000,22592000,20735000,25065000,2,2,3,2,3,2,0,2
sp|Q9CPZ6|ORML3_MOUSE,sp|Q9CPZ6|ORML3_MOUSE,sp|Q9CPZ6|ORML3_MOUSE ORM1-like protein 3 OS=Mus musculus OX=10090 GN=Ormdl3 PE=2 SV=1,17.476,4.5679,93311000,8783500,9854400,16032000,9097400,12108000,3885300,18868000,14681000,15552000,1463900,1642400,2672100,1516200,2018100,647550,3144700,2446900,0,0,0,0,0,0,0,13237000,2,2,2,2,1,2,3,2
sp|Q9CQ22|LTOR1_MOUSE;tr|A0A0A6YX02|A0A0A6YX02_MOUSE,sp|Q9CQ22|LTOR1_MOUSE;tr|A0A0A6YX02|A0A0A6YX02_MOUSE,sp|Q9CQ22|LTOR1_MOUSE Ragulator complex protein LAMTOR1 OS=Mus musculus OX=10090 GN=Lamtor1 PE=1 SV=1;tr|A0A0A6YX02|A0A0A6YX02_MOUSE Ragulator complex protein LAMTOR1 OS=Mus musculus OX=10090 GN=Lamtor1 PE=1 SV=1,17.749,4.0691,169330000,15706000,32835000,31782000,23815000,14097000,13099000,22502000,15493000,18814000,1745100,3648400,3531400,2646100,1566400,1455400,2500200,1721400,15787000,28647000,24598000,21562000,16589000,19272000,18104000,18000000,2,2,3,3,2,1,2,1
sp|Q9CWX4|RUSD4_MOUSE;tr|F6W6X9|F6W6X9_MOUSE,sp|Q9CWX4|RUSD4_MOUSE,sp|Q9CWX4|RUSD4_MOUSE Mitochondrial RNA pseudouridine synthase Rpusd4 OS=Mus musculus OX=10090 GN=Rpusd4 PE=2 SV=1,42.407,7.3785,130310000,15770000,21234000,17094000,11533000,7655200,11830000,22483000,22708000,5429500,657060,884750,712230,480560,318970,492910,936810,946180,14764000,16582000,17324000,0,10660000,21610000,20618000,14135000,2,4,2,2,1,2,2,1
tr|A0A0G2JFV4|A0A0G2JFV4_MOUSE;tr|Q3V289|Q3V289_MOUSE;tr|Q3TWA8|Q3TWA8_MOUSE;sp|Q9D0C1|RN115_MOUSE,tr|A0A0G2JFV4|A0A0G2JFV4_MOUSE;tr|Q3V289|Q3V289_MOUSE;tr|Q3TWA8|Q3TWA8_MOUSE;sp|Q9D0C1|RN115_MOUSE,tr|A0A0G2JFV4|A0A0G2JFV4_MOUSE E3 ubiquitin-protein ligase RNF115 OS=Mus musculus OX=10090 GN=Rnf115 PE=1 SV=1;tr|Q3V289|Q3V289_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Rnf115 PE=2 SV=1;tr|Q3TWA8|Q3TWA8_MOUSE Uncharacterized protein OS=Mus,8.1238,23.698,106430000,7713900,14081000,13646000,17014000,16108000,9508100,12521000,15839000,21286000,1542800,2816200,2729100,3402900,3221500,1901600,2504200,3167700,0,0,0,0,0,0,0,13883000,2,2,2,2,2,2,2,2
sp|Q9EQH4|TAF8_MOUSE,sp|Q9EQH4|TAF8_MOUSE,sp|Q9EQH4|TAF8_MOUSE Transcription initiation factor TFIID subunit 8 OS=Mus musculus OX=10090 GN=Taf8 PE=2 SV=1,33.988,5.6435,95048000,10234000,11629000,15299000,12373000,10840000,9710900,14418000,10545000,6789200,730990,830660,1092800,883810,774260,693640,1029900,753190,0,0,0,0,0,0,0,9675100,2,2,2,2,2,2,2,2
tr|A0A0J9YVD5|A0A0J9YVD5_MOUSE;tr|A0A0J9YU43|A0A0J9YU43_MOUSE;sp|Q9JHL0|NTAL_MOUSE,tr|A0A0J9YVD5|A0A0J9YVD5_MOUSE;tr|A0A0J9YU43|A0A0J9YU43_MOUSE;sp|Q9JHL0|NTAL_MOUSE,tr|A0A0J9YVD5|A0A0J9YVD5_MOUSE Linker for activation of T-cells family member 2 (Fragment) OS=Mus musculus OX=10090 GN=Lat2 PE=1 SV=3;tr|A0A0J9YU43|A0A0J9YU43_MOUSE Linker for activation of T-cells family member 2 OS=Mus musculus OX=10090 GN=Lat2 PE=1 SV=1,13.037,9.571,154560000,16352000,23663000,25617000,15426000,21432000,15531000,27667000,8868400,38639000,4088000,5915600,6404200,3856500,5358000,3882700,6916900,2217100,0,0,0,0,0,0,23227000,0,2,3,2,2,2,2,3,0
tr|A0A338P7L3|A0A338P7L3_MOUSE;tr|H3BLR8|H3BLR8_MOUSE;tr|I1E4X7|I1E4X7_MOUSE;sp|Q9JI46|NUDT3_MOUSE,tr|A0A338P7L3|A0A338P7L3_MOUSE;tr|H3BLR8|H3BLR8_MOUSE;tr|I1E4X7|I1E4X7_MOUSE;sp|Q9JI46|NUDT3_MOUSE,tr|A0A338P7L3|A0A338P7L3_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1;tr|H3BLR8|H3BLR8_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1;tr|I1E4X7|I1,8.6626,4.2255,119450000,11881000,11682000,8660000,16428000,19380000,13178000,26725000,11513000,23889000,2376300,2336400,1732000,3285500,3876000,2635600,5345000,2302500,0,0,0,0,0,0,22131000,0,2,2,1,3,2,1,2,3
tr|A0A0J9YTR2|A0A0J9YTR2_MOUSE,tr|A0A0J9YTR2|A0A0J9YTR2_MOUSE,tr|A0A0J9YTR2|A0A0J9YTR2_MOUSE RIKEN cDNA 0610012G03 gene OS=Mus musculus OX=10090 GN=0610012G03Rik PE=1 SV=1,10.829,5.4035,170270000,22410000,23804000,25873000,25770000,12744000,19428000,19728000,20518000,42569000,5602500,5950900,6468200,6442400,3186000,4857000,4932000,5129600,23058000,25399000,22762000,20353000,12250000,23398000,0,18953000,2,2,3,1,3,2,2,1
tr|F6U529|F6U529_MOUSE,tr|F6U529|F6U529_MOUSE,"tr|F6U529|F6U529_MOUSE Glutaminase kidney isoform, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Gls PE=1 SV=1",25.893,-2,117140000,14012000,15487000,17477000,16169000,13201000,10689000,15730000,14376000,11714000,1401200,1548700,1747700,1616900,1320100,1068900,1573000,1437600,0,0,0,0,0,0,0,12738000,2,2,2,2,2,2,2,2
